2	2	19	2	10	2	19	19	19	19	19	2	10	2	2	19	10	2	10	19	19	19	10	2	2	19	2	2	2	2	2	1
11	11	11	11	3	11	11	11	11	11	11	11	3	11	11	11	3	11	3	11	11	11	3	11	11	11	11	11	11	11	11	3
24	26	24	25	3	25	26	26	24	26	24	25	3	25	26	25	3	26	3	26	26	24	3	25	26	25	24	26	24	24	24	3
17	24	0	2	16	24	0	19	7	25	17	26	18	25	17	24	18	24	3	26	17	24	3	24	6	19	19	19	1	26	22	3
3	25	3	11	3	25	3	12	14	24	3	24	11	27	3	25	11	25	3	25	3	25	3	27	15	13	12	14	8	19	2	16
3	26	3	25	18	26	3	26	26	26	3	24	26	24	3	25	24	24	3	25	3	24	3	25	25	25	26	26	18	11	11	3
3	25	3	25	11	25	3	24	0	2	9	19	10	19	9	2	1	24	3	24	3	27	4	19	1	26	17	25	11	24	26	3
3	25	3	25	24	24	3	24	3	11	15	11	3	13	12	14	3	22	3	24	3	25	11	11	3	24	3	24	25	24	24	3
3	24	4	19	1	24	3	27	3	25	24	26	18	25	26	24	4	2	16	24	3	25	24	26	8	19	9	2	19	1	25	3
3	25	13	12	3	26	3	24	3	25	17	25	11	26	17	26	15	11	3	25	8	2	1	26	3	15	11	13	12	3	25	3
3	24	26	24	3	25	3	25	3	24	3	26	26	25	3	26	24	25	3	25	3	12	3	26	3	26	24	24	22	3	25	3
3	25	17	24	3	24	3	26	3	24	8	19	19	2	9	2	7	24	3	26	18	24	3	25	3	26	0	19	19	5	26	3
3	26	3	26	3	24	3	26	3	25	3	11	15	11	15	11	15	26	3	26	11	25	3	26	3	24	3	11	11	15	25	3
3	25	3	25	3	25	3	25	18	24	3	26	24	26	24	26	24	26	3	24	25	24	3	22	3	24	3	26	25	25	26	3
3	24	3	25	3	24	3	26	11	26	3	26	0	2	19	19	2	19	9	2	7	25	8	19	5	24	4	2	19	7	26	3
3	26	3	25	3	26	3	25	24	26	3	24	3	11	11	13	12	14	11	11	11	24	3	15	11	27	12	14	15	11	26	3
3	24	3	22	3	24	8	19	19	2	16	27	3	24	25	25	26	26	26	24	25	26	3	24	24	25	25	24	24	25	26	3
3	24	4	19	16	25	3	13	12	14	3	25	4	2	19	1	25	0	19	2	7	26	8	2	19	19	2	19	19	7	26	3
3	26	13	12	3	24	3	26	25	24	3	24	11	11	15	3	24	3	11	11	11	27	3	11	15	11	15	11	11	15	26	3
3	26	26	26	3	26	3	26	17	25	3	25	24	25	25	3	24	3	24	24	24	26	3	25	24	26	24	26	26	25	24	3
3	24	17	24	18	26	18	26	3	24	4	2	19	1	26	18	25	4	2	19	2	19	5	26	0	2	19	2	19	7	24	18
3	25	3	27	11	24	11	27	3	25	11	11	15	3	27	11	27	15	13	12	14	11	11	26	3	11	13	12	14	11	27	11
3	26	3	24	24	24	24	26	3	26	25	26	24	3	26	25	26	24	26	25	24	26	24	25	3	24	25	26	25	24	26	35
4	2	9	2	2	19	19	2	9	2	2	19	19	9	2	2	19	2	19	2	19	2	19	2	9	19	2	19	2	2	19	2
