0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
3	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	3
3	25	26	24	25	26	26	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	3
3	25	26	24	24	26	26	26	26	24	24	24	26	25	25	26	25	24	26	24	24	26	25	24	25	25	25	24	25	25	25	3
3	25	26	25	25	25	25	24	25	25	24	25	26	25	25	24	24	25	25	26	25	25	25	24	24	26	25	24	26	25	25	3
3	25	26	26	26	25	24	25	24	25	25	24	24	26	26	24	25	25	24	24	25	26	26	26	24	24	25	24	24	26	25	3
3	25	24	25	26	25	25	25	26	24	24	25	26	25	26	25	25	26	25	25	24	24	24	24	26	26	26	24	24	26	25	3
3	25	25	25	24	24	24	26	26	24	26	25	25	24	24	24	25	24	24	26	26	25	26	24	24	25	26	26	24	26	25	3
3	25	26	25	25	26	25	25	26	24	25	25	24	25	26	26	25	24	26	25	25	26	24	25	25	24	26	26	25	25	25	3
3	24	25	25	25	24	25	26	26	24	26	25	24	26	25	24	25	26	26	26	25	26	25	24	25	25	24	25	25	26	25	3
3	25	24	25	25	24	24	25	25	24	24	25	24	24	26	24	24	26	26	25	25	24	26	24	25	24	24	24	25	26	25	3
3	25	26	26	26	24	25	26	25	25	26	26	26	24	26	24	25	25	25	25	24	26	24	25	24	26	25	24	25	24	25	3
3	25	26	24	26	25	25	26	25	26	24	24	24	25	26	26	24	24	26	25	24	26	25	26	25	26	24	26	24	26	25	3
3	25	26	26	26	24	25	24	24	25	25	26	24	24	26	24	25	25	26	26	24	24	25	26	26	24	25	26	25	24	25	3
3	25	26	25	24	24	25	26	24	25	25	25	26	26	24	24	24	25	26	25	26	25	25	26	25	26	25	26	26	24	25	3
3	25	26	25	26	25	24	26	24	25	26	24	24	25	24	25	24	24	24	25	25	24	26	24	24	24	24	26	25	24	25	3
3	25	26	25	26	24	25	25	24	24	25	24	24	25	24	25	26	26	24	25	25	25	26	25	24	26	25	26	25	24	25	3
3	25	26	24	26	25	24	24	26	25	26	26	25	24	25	24	26	26	25	25	25	25	24	26	24	24	25	24	26	25	25	3
3	25	26	24	26	24	25	24	26	24	26	26	26	24	25	26	26	24	26	24	24	26	24	25	26	26	25	24	24	26	25	3
3	25	26	25	26	24	26	26	24	26	26	25	24	26	26	26	26	26	26	26	25	26	26	24	26	26	26	24	25	26	25	3
3	25	26	24	26	24	25	25	25	26	24	26	26	25	26	26	24	25	25	25	25	25	26	25	25	25	25	25	25	24	25	3
3	25	26	24	26	26	24	24	26	24	25	26	26	24	26	25	24	24	26	26	26	24	24	24	25	26	25	24	24	24	25	3
3	25	25	25	25	26	24	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	3
4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5
