2	19	2	19	19	2	19	10	2	2	19	2	10	2	10	2	2	19	2	19	2	19	2	10	2	2	2	2	2	2	2	1
11	11	11	11	11	11	11	3	11	11	11	11	3	11	3	11	11	11	13	12	14	11	11	3	11	11	11	11	11	11	11	3
25	25	26	25	26	24	25	3	26	25	25	22	3	24	3	25	25	26	24	26	24	24	25	3	25	25	25	26	26	24	22	3
0	2	7	26	0	2	19	5	25	6	19	2	16	25	3	26	17	24	0	19	2	7	24	3	24	6	2	1	25	6	2	16
3	11	11	24	3	13	12	14	27	11	15	11	3	26	3	24	3	24	3	11	15	11	27	3	26	11	15	3	27	13	12	3
3	24	25	24	3	26	24	26	24	25	24	25	3	25	3	25	3	24	3	22	26	24	26	3	25	26	24	3	24	25	26	3
3	26	6	2	5	25	0	19	19	2	1	25	3	26	3	25	3	27	4	19	19	2	2	9	19	7	24	8	2	1	26	3
3	26	15	11	15	26	3	13	12	14	3	24	3	27	3	25	3	25	15	11	13	12	14	11	11	15	25	3	15	3	25	3
3	26	24	26	25	25	3	25	24	24	3	26	3	24	18	26	3	25	24	26	25	25	25	24	24	25	26	3	26	3	26	3
3	26	6	2	19	2	16	25	17	24	3	25	3	25	11	25	8	19	2	2	19	19	2	19	2	1	25	18	25	3	25	3
3	26	13	12	14	15	3	27	3	22	3	24	3	24	26	24	3	11	11	13	12	14	11	11	11	3	27	11	25	3	24	3
3	26	25	24	25	26	3	24	8	2	5	24	4	2	19	2	5	24	25	24	25	26	25	25	25	3	26	24	25	3	25	3
8	19	19	2	1	24	3	24	3	15	11	27	11	13	12	14	11	20	21	0	2	19	2	1	26	4	2	1	25	3	26	3
3	13	12	14	3	24	3	26	3	26	24	25	26	24	24	26	25	26	24	3	13	12	14	3	24	15	11	3	22	3	26	3
3	26	24	22	3	24	3	25	3	26	0	19	2	19	19	2	10	19	19	5	25	25	22	3	25	24	26	4	2	5	27	3
3	25	6	2	5	24	3	26	3	24	3	12	14	11	15	11	3	11	11	15	26	0	2	9	2	1	25	13	12	14	26	3
3	24	13	12	14	25	3	26	3	27	3	22	26	25	24	24	3	24	26	24	24	3	11	15	11	3	26	25	24	26	26	3
3	26	25	25	24	26	18	26	3	24	4	2	19	19	1	24	3	25	6	19	2	5	25	25	25	8	19	2	19	7	26	3
8	2	1	24	17	25	11	25	3	24	15	11	13	12	3	24	3	26	11	15	11	11	25	17	26	3	13	12	14	15	26	3
3	15	3	26	3	24	24	26	3	24	25	26	26	25	3	24	3	26	24	26	26	26	25	3	27	3	24	26	24	24	25	3
3	25	18	27	4	2	19	19	9	19	2	2	1	24	18	25	3	26	6	19	19	19	2	16	24	18	25	0	2	7	26	18
3	24	11	25	13	12	14	11	15	11	11	15	3	26	11	26	3	26	15	13	12	14	11	3	24	11	24	3	13	12	27	11
3	26	26	25	26	24	26	24	25	25	24	25	3	25	26	26	3	24	26	24	24	26	24	3	24	24	24	3	25	25	25	35
4	2	2	19	19	19	2	2	19	2	19	2	9	2	19	19	9	2	19	19	2	19	2	9	2	2	19	9	19	2	2	2
