2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
11	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	13	12	14	3
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	3
3	24	25	25	25	25	25	25	25	25	25	25	26	26	26	26	26	26	26	26	25	25	25	25	25	25	25	25	25	25	24	3
3	24	25	24	24	24	24	24	24	24	24	24	26	24	24	28	29	24	24	26	24	24	24	24	24	24	24	24	24	25	24	3
3	24	25	24	25	25	25	25	25	25	25	25	26	25	25	30	31	25	25	26	25	25	25	25	25	25	25	25	24	25	24	3
3	24	25	24	25	26	26	26	26	26	26	26	26	24	24	32	33	24	24	26	26	26	26	26	26	26	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	26	25	24	25	24	3
3	24	25	24	25	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	25	24	25	24	3
3	24	25	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	25	24	3
3	24	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	24	3
3	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	3
4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5
