2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	3	14	14	14	14	14	14	14	14	14	14	14	14	3	14	3
11	11	11	13	13	12	11	12	12	11	13	11	13	11	11	11	3	11	11	13	11	13	11	11	11	11	13	11	11	3	11	3
3	11	0	2	2	2	10	2	22	2	1	11	20	13	20	11	4	2	2	2	7	13	0	2	2	2	2	1	11	21	13	3
3	11	3	14	14	14	3	16	15	17	3	11	3	13	3	12	18	14	18	14	14	13	3	14	14	18	14	3	11	14	11	3
3	13	3	11	11	11	3	12	12	11	3	11	3	13	3	11	11	12	13	11	13	11	3	13	13	11	11	3	11	11	11	3
3	11	21	11	0	2	5	11	20	12	8	2	5	11	8	2	10	2	22	2	2	2	19	11	6	2	10	9	2	7	11	3
3	12	14	11	3	14	14	11	3	13	3	14	14	11	3	14	3	16	15	17	14	18	3	13	14	14	3	14	14	18	11	3
3	11	13	13	3	12	13	12	3	11	3	13	13	13	3	11	3	11	11	11	11	13	3	13	11	13	21	23	24	11	11	3
8	2	7	12	3	12	0	2	19	13	3	13	0	2	5	11	3	11	0	2	7	11	3	11	13	11	14	25	26	0	2	3
3	14	14	13	3	13	3	14	3	11	3	13	3	14	14	11	3	11	3	14	14	12	3	13	20	11	11	11	11	3	14	3
3	13	12	11	3	11	3	12	21	11	3	13	3	11	13	13	3	11	3	11	11	13	21	11	4	2	2	22	2	5	12	3
3	11	6	2	19	11	3	11	14	11	3	12	4	2	1	13	21	11	8	2	1	11	14	11	14	14	16	15	17	14	11	3
3	13	14	14	3	11	3	11	11	13	3	12	14	14	3	13	14	11	3	14	3	12	13	11	11	13	13	13	11	13	11	3
3	12	11	11	3	11	4	22	1	12	3	11	12	13	3	13	11	13	3	11	21	11	0	2	2	2	2	2	2	7	11	3
8	2	1	11	3	12	16	15	3	13	4	2	1	13	3	11	6	2	19	11	14	11	3	14	14	14	14	14	14	14	11	3
3	14	3	12	3	12	13	11	3	12	18	14	3	12	3	11	14	14	3	13	11	11	3	13	11	12	11	13	12	13	13	3
3	11	21	11	4	2	1	11	3	13	13	11	3	13	3	13	13	11	4	2	2	2	19	12	6	2	22	2	2	1	11	3
3	11	14	11	14	14	3	11	8	2	1	11	3	11	8	2	1	11	16	15	17	14	3	12	14	16	15	17	14	3	11	3
3	12	11	13	12	13	3	13	3	14	3	13	3	11	3	14	3	11	12	11	11	11	3	11	11	11	13	13	11	3	11	3
8	2	22	2	2	2	5	11	3	13	21	11	21	11	3	11	4	2	2	2	7	11	4	2	2	2	2	7	11	3	11	3
3	16	15	17	18	14	14	11	3	12	14	12	14	11	3	13	18	14	14	18	14	13	18	14	18	14	14	14	12	3	11	14
3	11	11	11	11	11	13	12	3	11	13	12	11	11	3	11	11	11	11	11	11	11	11	11	11	11	11	13	11	3	11	11
4	2	2	2	2	2	2	2	9	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	2	5
